Identifiant_Site,Nom_Site,cluster
300038398,PDL-Montjoie Nouvelle entrée Est,3
300038451,Eco 00 - Quai du Havre ROUEN,1
300038452,Eco 01 - Avenue Jean Rondeaux ROUEN,1
300038454,Eco 02 - Chemin du Halage SOTTEVILLE,1
300038455,Eco 03 - Pont Boieldieu ROUEN,1
300038457,Eco 04 - Zénith GRAND QUEVILLY,0
300038458,Eco 05 - Rue Boucicault MONT ST AIGNAN,1
300038459,Eco 06 - Rue de la Prevotiere BOIS GUILLAUME,0
300038460,Eco 07 - Sente des Forrieres BOIS GUILLAUME,3
300038461,Eco 08 - Avenue de l'Europe MONT ST AIGNAN,1
300038462,Eco 09 - Avenue des Canadiens GRAND QUEVILLY,0
300038463,Eco 10 - Pont Guillaume Nord ROUEN,1
300038464,Eco 11 - Rue Petites Eaux du Robec ROUEN,1
300038465,Eco 12 - Rue de la Foret VAL DE LA HAYE,2
300038466,Eco 13 - Route de Lyons La Forêt ROUEN,1
300038467,Eco 14 - Quai Pre Aux Loups AMFREVILLE,0
300038468,Eco 15 - Chemin du Halage ELBEUF,3
300038470,Eco 17 - Boulevard Gambetta ROUEN,1
300038471,Eco 18 - Avenue Jacques Cartier ROUEN,1
300038472,Eco 19 - Bords de Seine SAHURS,3
300038473,Eco 20 - Rue Clarin Mustad DUCLAIR,3
300038474,Eco 21 - Rue Grand Pont ROUEN,1
300038475,Eco 22 - Rte de Paris FRANQUEVILLE,1
300038476,Eco 23 - Pont Jeanne d'Arc ROUEN,1
300038477,Eco 24 - Pont Corneille ROUEN,1
300038478,Eco 25 - Rue d'Elbeuf ROUEN,1
300038479,Eco 26 - Avenue Pasteur ROUEN,1
300038480,Eco 27 - Blvd de l'Europe ROUEN,1
300038481,Eco 28 - Pont Jaurès ELBEUF,1
300038697,Pont de Witry Est,0
300038698,Pont de Witry Ouest,1
300038734,Display - Voie verte,3
300038735,Thivras,3
300038830,Île Madame,2
300039525,Etrelles,3
300039582,4026 Av de Stalingrad S2 bagnolet,1
300039583,4026 Av Stalingrad S1 Bagnolet,1
300039584,4027  rd 115 H Barbusse S1 Bobigny,1
300039585,4027  rd 115 H Barbusse S2 Bobigny,1
300039586,Rosny-sous-Bois,1
300039651,EPAGNY-METZ-TESSY Hameau de Gillon,0
300039671,Attigny,3
300039672,Biermes,3
300039673,La Cassine,3
300039674,Vouziers,2
300039695,EV3-01 Martillac,3
300039696,RD 806 01 Benquet,3
300039735,66 Avenue du Drapeau,1
300039737,Avenue de l'Université,1
300039738,Avenue Rolland Carraz dir. Dijon,1
300039739,Avenue Rolland Carraz dir. Sud,1
300039740,Canal de Bourgogne,1
300039741,Route d'Ahuy entrant dans Dijon,3
300039742,Route d'Ahuy sortant de Dijon,0
300039743,Route de Dijon,1
300039744,Saint Apollinaire,1
300039756,Route de l'Estuaire,3
300039757,Avenue Amiral du Chillou,0
300039758,Avenue Christophe Colomb,3
300039789,Leucate,2
300039957,Chahains Carrouges,2
300040027,Lyon 5_Montée de Choulans,1
300040029,Lyon 4_Quai Joseph Gillet,0
300040063,Eco 29 - Avenue Mont Riboudet ROUEN,1
300040089,Caluire_Pont Ile Barbe rive gauche,1
300040488,39 rue Lanfranc Caen,1
300040606,CD66 | Pirinexus/Reynès,2
300040609,CD66 | Agouille de la Mar/Saint-Cyprien,3
300040625,Lyon 6_Passerelle de la Paix,1
300040627,Lyon 2_Quai Rambaud_Radar,1
300040714,Obernai porte swal,0
300040843,Metz Tessy Piste cyclable D908b,0
300040845,Route des creuses Chavanod,0
300040870,10 - Thorey en plaine,3
300040877,VV Salles-d'Aude - Coursan,0
300040972,Andilly Bel Air,3
300040973,Le Gué St Sauveur,0
300041908,Bordeaux | Boulevard Albert 1e,1
300041950,(Crolles) Rue de l’Europe,1
300041951,(Grenoble) Rue du Vercors,1
300041952,(Le Versoud) Voie Verte - V64,0
300041953,(Moirans) Avenue Joseph Trabbia,0
300041954,(Moirans) V63 - Berges Isère,0
300041955,(Montbonnot) Avenue de l’Europe,1
300041956,(Saint Martin d'Heres) Rue Saint Just,1
300041957,(St Egrève) Zone Artisanale,1
300041958,(Tencin) Chemin des îles,3
300041959,(Voiron) Gare - Rue Alfred Thimmesch,3
300041960,(Voreppe) Avenue du 11 novembre,1
300042024,Bordeaux | Rue Jean Renaud Dandicolle,1
300042026,Bordeaux | Av Colonel Pierre Bourgoin,1
300042029,Bordeaux | 199 Blv Roosevelt vers Blv Albert 1er,1
300042031,Bordeaux | Mairie de Cenon,1
300042423,Multi vélo piéton Île D’Aix,0
300043171,Jassans-Riottier,3
300043172,Jassans-Riottier 2,3
300043457,Vallée Bleue Nord,2
300043458,Vallée Bleue Sud,2
300043459,Cremieu,3
300043460,Morestel,2
300043668,Neaufles-Saint-Martin,2
300043669,Fontaine-Labbé,3
300043670,Garennes-sur-Eure,3
300043671,Pont-Saint-Pierre,3
300043756,Wormhout D17 Esquelbeccq,1
300043757,"Orchies Coutiches, 2024, Piste cyclable Chemin ""Jean Le Maire""",0
300044136,Colombelles : franchissement Orne,1
300046383,Pont de Moulins,3
300046384,Pont Eblé,2
300046636,Imling,1
300046909,rd98 route des dolines,0
300047740,Contournement Ouest de Caudry - 1016,3
300048739,Audenge Hougueyra,1
300048775,Camping Audenge - Route de Bordeaux,0
300048874,hougueyra,2
300049398,Velocean Guerande,2
300049652,8 Pont de Vesle Zelt 3 boucles SD,1
300049653,1 Place Aristide Briand,1
300049654,12 Place Aristide Briand,1
300049655,15B Coulée Verte (Allée des Tilleuls),2
300049656,17A Avenue de Champagne N51,1
300049657,17B Avenue de Champagne N51,1
300049658,4 Place Aristide Briand,1
300049659,5 Pont Fléchambaut vers  Pont (Rue Du Chatelet),1
300049660,5 Pont Fléchambaut vers Esplanade,0
300049661,8 Pont de Vesle 6 boucles HD,1
300049662,8 Pont de Vesle SD 2 boucles,1
300050123,Bressuire nord V93,3
300050126,Chatillon V93,3
300050137,Terves V93,0
300050138,V93 Nueil les aubiers,3
300050139,V93-Mauleon,3
300050177,CD66 | Saleilles - Cabestany (RD22),3
300050179,CD66 | Forêt de la Matte (les Angles),2
300051370,Hautvillers,2
300051371,Soulanges,2
300061284,SORGUES,3
300061285,Sorgues passerelle,2
300063983,CAQ24040046,2
300065642,Champouland,0
300065644,Chemin des Donchères VAULX MILIEU,1
300065645,Pont Saint-Germain,3
300065647,VV Bourbre BJ,0
300065648,VV Bourbre IDA,3
300065649,VV RD1006 Bourgoin Jallieu,0
